date,vehicle,vehicle_name,vehicle_type,capacity_kg,used_capacity_kg,store,arrival_min,arrival_time,tw_start_min,tw_end_min,tw_start_time,tw_end_time,load_kg
2026-01-03,15,Fixed-All Over JH-16,Fixed,1800,1514,AM Railway Colony JDR,472,07:52,540,660,09:00,11:00,1128
2026-01-03,15,Fixed-All Over JH-16,Fixed,1800,1514,AM Upper Hatia Rd Hatia RNC,694,11:34,720,840,12:00,14:00,1514
2026-01-03,16,Fixed-All Over JH-17,Fixed,1800,1732,AM Argora KM Road RNC,622,10:22,600,720,10:00,12:00,1062
2026-01-03,16,Fixed-All Over JH-17,Fixed,1800,1732,AM New Piper Toli RNC,698,11:38,720,840,12:00,14:00,1732
2026-01-03,17,Fixed-All Over JH-18,Fixed,1800,1763,AM Super Store Harmu RNC,660,11:00,660,780,11:00,13:00,1763
2026-01-03,18,Adhoc-Ranchi-1,Adhoc,1800,1655,AM Sail City RNC,664,11:04,660,780,11:00,13:00,529
2026-01-03,18,Adhoc-Ranchi-1,Adhoc,1800,1655,ASM Tupudana Chowk,694,11:34,720,840,12:00,14:00,1655
2026-01-03,19,Adhoc-Ranchi-2,Adhoc,1800,3548,AM Chutia Main Road RNC,404,06:44,360,480,06:00,08:00,331
2026-01-03,19,Adhoc-Ranchi-2,Adhoc,1800,3548,ASM Lower Chutia,420,07:00,420,540,07:00,09:00,1448
2026-01-03,19,Adhoc-Ranchi-2,Adhoc,1800,3548,AM Hindpiri RNC,441,07:21,360,480,06:00,08:00,1751
2026-01-03,19,Adhoc-Ranchi-2,Adhoc,1800,3548,AM WC LALPUR RNC,520,08:40,420,540,07:00,09:00,837
2026-01-03,19,Adhoc-Ranchi-2,Adhoc,1800,3548,AM Upper Chutia RNC,539,08:59,480,600,08:00,10:00,1548
2026-01-03,20,Adhoc-Ranchi-3,Adhoc,1800,1544,AM Pahari RNC,360,06:00,360,480,06:00,08:00,1544
2026-01-03,21,Adhoc-Ranchi-4,Adhoc,1800,1710,AM Doranda RNC,441,07:21,360,480,06:00,08:00,552
2026-01-03,21,Adhoc-Ranchi-4,Adhoc,1800,1710,AM Getlatu RNC,480,08:00,480,600,08:00,10:00,1163
2026-01-03,21,Adhoc-Ranchi-4,Adhoc,1800,1710,AM RIMS Jora Talab RNC,506,08:26,420,540,07:00,09:00,1710
2026-01-03,22,Adhoc-Ranchi-5,Adhoc,1800,1765,AM Ravi Steel RNC,673,11:13,660,780,11:00,13:00,845
2026-01-03,22,Adhoc-Ranchi-5,Adhoc,1800,1765,AM Piskamore Ratu Rd RNC,693,11:33,720,840,12:00,14:00,1765
2026-01-03,23,Adhoc-Hazaribagh-6,Adhoc,1800,1777,AM Panchmukhi Mandir Dhurwa RNC,420,07:00,420,540,07:00,09:00,810
2026-01-03,23,Adhoc-Hazaribagh-6,Adhoc,1800,1777,AM Pe Pee Compound RNC,444,07:24,420,540,07:00,09:00,1777
2026-01-03,24,Adhoc-Hazaribagh-7,Adhoc,1800,1736,AM JP Market Dhurwa RNC,360,06:00,360,480,06:00,08:00,1736
2026-01-03,25,Adhoc-Hazaribagh-8,Adhoc,1800,1799,AM Kathal More RNC,420,07:00,420,540,07:00,09:00,1799
2026-01-03,26,Adhoc-Hazaribagh-9,Adhoc,1800,1490,AM New Chunabhatta RNC,397,06:37,360,480,06:00,08:00,272
2026-01-03,26,Adhoc-Hazaribagh-9,Adhoc,1800,1490,AM Markham HZB,546,09:06,480,600,08:00,10:00,965
2026-01-03,26,Adhoc-Hazaribagh-9,Adhoc,1800,1490,AM New Devi Mandap RNC,692,11:32,720,840,12:00,14:00,1490
2026-01-03,27,Adhoc-Hazaribagh-10,Adhoc,1800,1399,AM Manifit Rd Kalimali JSR,446,07:26,600,720,10:00,12:00,159
2026-01-03,27,Adhoc-Hazaribagh-10,Adhoc,1800,1399,AM Dindly Basti Rd Adityapur JSR,474,07:54,600,720,10:00,12:00,376
2026-01-03,27,Adhoc-Hazaribagh-10,Adhoc,1800,1399,AM Ghat Rd Kadma JSR,493,08:13,600,720,10:00,12:00,1399
2026-01-03,28,Adhoc-Jamshedpur-11,Adhoc,1800,1798,ASM AG Colony Kadru,360,06:00,360,480,06:00,08:00,626
2026-01-03,28,Adhoc-Jamshedpur-11,Adhoc,1800,1798,AM Julu Park HB,518,08:38,420,540,07:00,09:00,1775
2026-01-03,28,Adhoc-Jamshedpur-11,Adhoc,1800,1798,AM Hurhuru Chowk HZB,567,09:27,540,660,09:00,11:00,1798
2026-01-04,0,Fixed-All Over JH-1,Fixed,2000,2000,AM Chutia Main Road RNC,385,06:25,360,480,06:00,08:00,283
2026-01-04,0,Fixed-All Over JH-1,Fixed,2000,2000,AM Tatisilwai Chowk RNC,479,07:59,420,540,07:00,09:00,1567
2026-01-04,0,Fixed-All Over JH-1,Fixed,2000,2000,AM Tatisilway Rd RNC,556,09:16,540,660,09:00,11:00,1749
2026-01-04,0,Fixed-All Over JH-1,Fixed,2000,2000,AM New Itki Rd ITI Bus Stand RNC,660,11:00,660,780,11:00,13:00,2000
2026-01-04,1,Fixed-All Over JH-2,Fixed,2000,3432,AM Zakir Hussain Rd HZB,444,07:24,420,540,07:00,09:00,442
2026-01-04,1,Fixed-All Over JH-2,Fixed,2000,3432,AM Ramnagar HZB,460,07:40,420,540,07:00,09:00,1721
2026-01-04,1,Fixed-All Over JH-2,Fixed,2000,3432,AM Ravi Steel RNC,655,10:55,660,780,11:00,13:00,342
2026-01-04,1,Fixed-All Over JH-2,Fixed,2000,3432,AM Indrapuri Ratu Rd RNC,677,11:17,660,780,11:00,13:00,734
2026-01-04,1,Fixed-All Over JH-2,Fixed,2000,3432,AM Piskamore Ratu Rd RNC,693,11:33,720,840,12:00,14:00,1432
2026-01-04,2,Fixed-All Over JH-3,Fixed,2000,1996,AM Mahaveer Trade Center Gamharia JSR,428,07:08,420,540,07:00,09:00,89
2026-01-04,2,Fixed-All Over JH-3,Fixed,2000,1996,AM Chepapul JSR,462,07:42,480,600,08:00,10:00,368
2026-01-04,2,Fixed-All Over JH-3,Fixed,2000,1996,AM Super Store Harmu RNC,693,11:33,660,780,11:00,13:00,1996
2026-01-04,3,Fixed-All Over JH-4,Fixed,2000,1980,AM Julu Park HB,440,07:20,420,540,07:00,09:00,1138
2026-01-04,3,Fixed-All Over JH-4,Fixed,2000,1980,AM Kallu Chowk HZB,518,08:38,420,540,07:00,09:00,1354
2026-01-04,3,Fixed-All Over JH-4,Fixed,2000,1980,AM Sindoor HZB,540,09:00,540,660,09:00,11:00,1980
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM Hinoo Chowk RNC,360,06:00,360,480,06:00,08:00,1206
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM JP Market Dhurwa RNC,385,06:25,360,480,06:00,08:00,1947
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM RIMS Jora Talab RNC,458,07:38,420,540,07:00,09:00,272
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM Bariatu Housing RNC,474,07:54,360,480,06:00,08:00,458
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM Getlatu RNC,519,08:39,480,600,08:00,10:00,890
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM PITAMBRAM PALACE RNC,598,09:58,480,600,08:00,10:00,1638
2026-01-04,4,Fixed-All Over JH-5,Fixed,2000,3946,AM New Devi Mandap RNC,692,11:32,720,840,12:00,14:00,1946
2026-01-04,5,Fixed-All Over JH-6,Fixed,1800,1753,AM Argora KM Road RNC,699,11:39,600,720,10:00,12:00,1753
2026-01-04,6,Fixed-All Over JH-7,Fixed,1800,1781,AM Cheshire Home Road RNC,515,08:35,480,600,08:00,10:00,967
2026-01-04,6,Fixed-All Over JH-7,Fixed,1800,1781,ASM Aayodhya Puri RC,591,09:51,480,600,08:00,10:00,1216
2026-01-04,6,Fixed-All Over JH-7,Fixed,1800,1781,ASM Tupudana Chowk,694,11:34,720,840,12:00,14:00,1781
2026-01-04,7,Fixed-All Over JH-8,Fixed,1800,1749,ASM AG Colony Kadru,360,06:00,360,480,06:00,08:00,421
2026-01-04,7,Fixed-All Over JH-8,Fixed,1800,1749,AM Pahari RNC,440,07:20,360,480,06:00,08:00,1395
2026-01-04,7,Fixed-All Over JH-8,Fixed,1800,1749,AM Lalpur RNC,480,08:00,480,600,08:00,10:00,1749
2026-01-04,8,Fixed-All Over JH-9,Fixed,1800,1568,AM Dimna Paridih Rd Dimna JSR,432,07:12,420,540,07:00,09:00,393
2026-01-04,8,Fixed-All Over JH-9,Fixed,1800,1568,AM New Rd No 1 Sankosai JSR,451,07:31,480,600,08:00,10:00,661
2026-01-04,8,Fixed-All Over JH-9,Fixed,1800,1568,AM Zakirnagar New JSR,470,07:50,600,720,10:00,12:00,1117
2026-01-04,8,Fixed-All Over JH-9,Fixed,1800,1568,AM E W Link A Rd Sonari JSR,492,08:12,600,720,10:00,12:00,1568
2026-01-04,9,Fixed-All Over JH-10,Fixed,1800,1781,ASM Sinchai Colony Chowk HB,529,08:49,480,600,08:00,10:00,440
2026-01-04,9,Fixed-All Over JH-10,Fixed,1800,1781,AM New Nutan Nagar HZB,548,09:08,540,660,09:00,11:00,1627
2026-01-04,9,Fixed-All Over JH-10,Fixed,1800,1781,AM Ratu Rd Kamre RNC,696,11:36,720,840,12:00,14:00,1781
2026-01-04,10,Fixed-All Over JH-11,Fixed,1800,1716,AM Doranda RNC,383,06:23,360,480,06:00,08:00,316
2026-01-04,10,Fixed-All Over JH-11,Fixed,1800,1716,ASM Lower Chutia,463,07:43,420,540,07:00,09:00,931
2026-01-04,10,Fixed-All Over JH-11,Fixed,1800,1716,AM Upper Chutia RNC,480,08:00,480,600,08:00,10:00,1236
2026-01-04,10,Fixed-All Over JH-11,Fixed,1800,1716,AM Pe Pee Compound RNC,498,08:18,420,540,07:00,09:00,1716
2026-01-04,11,Fixed-All Over JH-12,Fixed,1800,1733,AM Hindpiri RNC,480,08:00,360,480,06:00,08:00,165
2026-01-04,11,Fixed-All Over JH-12,Fixed,1800,1733,AM Kusai Colony RNC,501,08:21,420,540,07:00,09:00,1733
2026-01-04,12,Fixed-All Over JH-13,Fixed,1800,1791,AM TAGORE HILL RNC,571,09:31,480,600,08:00,10:00,1006
2026-01-04,12,Fixed-All Over JH-13,Fixed,1800,1791,AM Old Argora RNC,660,11:00,660,780,11:00,13:00,1375
2026-01-04,12,Fixed-All Over JH-13,Fixed,1800,1791,ASM Imli Chowk Harmu,693,11:33,720,840,12:00,14:00,1791
2026-01-04,13,Fixed-All Over JH-14,Fixed,1800,1738,AM Shiv Mandir Rd Parsudih JSR,423,07:03,420,540,07:00,09:00,547
2026-01-04,13,Fixed-All Over JH-14,Fixed,1800,1738,AM Baradwari JSR,449,07:29,540,660,09:00,11:00,1183
2026-01-04,13,Fixed-All Over JH-14,Fixed,1800,1738,AM MANGO 15 JSR,471,07:51,480,600,08:00,10:00,1502
2026-01-04,13,Fixed-All Over JH-14,Fixed,1800,1738,AM Kendih Main Rd Kapali JSR,489,08:09,540,660,09:00,11:00,1738
2026-01-04,14,Fixed-All Over JH-15,Fixed,1800,1777,AM TELCO NEW JSR,414,06:54,600,720,10:00,12:00,419
2026-01-04,14,Fixed-All Over JH-15,Fixed,1800,1777,ASM Chhota Govindpur JD,437,07:17,540,660,09:00,11:00,978
2026-01-04,14,Fixed-All Over JH-15,Fixed,1800,1777,AM New Parsudih JSR,463,07:43,480,600,08:00,10:00,1265
2026-01-04,14,Fixed-All Over JH-15,Fixed,1800,1777,AM Rd Number 10 Adityapur 2 JSR,488,08:08,540,660,09:00,11:00,1777
2026-01-04,15,Fixed-All Over JH-16,Fixed,1800,1722,AM Railway Colony JDR,458,07:38,540,660,09:00,11:00,171
2026-01-04,15,Fixed-All Over JH-16,Fixed,1800,1722,AM Dindly Basti Rd Adityapur JSR,474,07:54,600,720,10:00,12:00,682
2026-01-04,15,Fixed-All Over JH-16,Fixed,1800,1722,AM Ghat Rd Kadma JSR,493,08:13,600,720,10:00,12:00,1722
2026-01-04,16,Fixed-All Over JH-17,Fixed,1800,1787,AM WC LALPUR RNC,420,07:00,420,540,07:00,09:00,1028
2026-01-04,16,Fixed-All Over JH-17,Fixed,1800,1787,AM Nayatoli RNC,437,07:17,360,480,06:00,08:00,1787
2026-01-04,17,Fixed-All Over JH-18,Fixed,1800,1795,AM Kathal More RNC,420,07:00,420,540,07:00,09:00,1795
2026-01-04,18,Adhoc-Ranchi-1,Adhoc,1800,1465,AM Premnagar Rd No 3 Latma RNC,660,11:00,660,780,11:00,13:00,971
2026-01-04,18,Adhoc-Ranchi-1,Adhoc,1800,1465,AM Upper Hatia Rd Hatia RNC,694,11:34,720,840,12:00,14:00,1465
2026-01-04,19,Adhoc-Ranchi-2,Adhoc,1800,1767,AM Panchmukhi Mandir Dhurwa RNC,420,07:00,420,540,07:00,09:00,1124
2026-01-04,19,Adhoc-Ranchi-2,Adhoc,1800,1767,AM Bargain RNC,518,08:38,480,600,08:00,10:00,1767
2026-01-04,20,Adhoc-Ranchi-3,Adhoc,1800,1490,AM Markham HZB,480,08:00,480,600,08:00,10:00,567
2026-01-04,20,Adhoc-Ranchi-3,Adhoc,1800,1490,AM Khunti Road Tupudana Chowk RNC,694,11:34,720,840,12:00,14:00,1490
2026-01-04,21,Adhoc-Ranchi-4,Adhoc,1800,1779,ASM Adalhatu Morabadi,481,08:01,420,540,07:00,09:00,684
2026-01-04,21,Adhoc-Ranchi-4,Adhoc,1800,1779,AM Kanke Block RNC,561,09:21,480,600,08:00,10:00,957
2026-01-04,21,Adhoc-Ranchi-4,Adhoc,1800,1779,AM Sail City RNC,660,11:00,660,780,11:00,13:00,1339
2026-01-04,21,Adhoc-Ranchi-4,Adhoc,1800,1779,AM New Piper Toli RNC,698,11:38,720,840,12:00,14:00,1779
2026-01-04,22,Adhoc-Ranchi-5,Adhoc,1800,1761,AM New Chunabhatta RNC,396,06:36,360,480,06:00,08:00,347
2026-01-04,22,Adhoc-Ranchi-5,Adhoc,1800,1761,AM Babugaoun Chowk New HZB,549,09:09,480,600,08:00,10:00,1023
2026-01-04,22,Adhoc-Ranchi-5,Adhoc,1800,1761,AM Hurhuru Chowk HZB,567,09:27,540,660,09:00,11:00,1761
2026-01-05,0,Fixed-All Over JH-1,Fixed,2000,3879,AM Doranda RNC,360,06:00,360,480,06:00,08:00,339
2026-01-05,0,Fixed-All Over JH-1,Fixed,2000,3879,AM Kusai Colony RNC,420,07:00,420,540,07:00,09:00,1881
2026-01-05,0,Fixed-All Over JH-1,Fixed,2000,3879,AM TAGORE HILL RNC,577,09:37,480,600,08:00,10:00,1405
2026-01-05,0,Fixed-All Over JH-1,Fixed,2000,3879,AM Indrapuri Ratu Rd RNC,660,11:00,660,780,11:00,13:00,1534
2026-01-05,0,Fixed-All Over JH-1,Fixed,2000,3879,AM New Piper Toli RNC,698,11:38,720,840,12:00,14:00,1879
2026-01-05,1,Fixed-All Over JH-2,Fixed,2000,1989,AM Nayatoli RNC,404,06:44,360,480,06:00,08:00,706
2026-01-05,1,Fixed-All Over JH-2,Fixed,2000,1989,AM Lalpur RNC,480,08:00,480,600,08:00,10:00,869
2026-01-05,1,Fixed-All Over JH-2,Fixed,2000,1989,AM Cheshire Home Road RNC,501,08:21,480,600,08:00,10:00,1450
2026-01-05,1,Fixed-All Over JH-2,Fixed,2000,1989,ASM Lower Chutia,524,08:44,420,540,07:00,09:00,1989
2026-01-05,2,Fixed-All Over JH-3,Fixed,2000,1988,AM Pahari RNC,360,06:00,360,480,06:00,08:00,933
2026-01-05,2,Fixed-All Over JH-3,Fixed,2000,1988,AM New Nutan Nagar HZB,540,09:00,540,660,09:00,11:00,1988
2026-01-05,3,Fixed-All Over JH-4,Fixed,2000,1998,AM PITAMBRAM PALACE RNC,481,08:01,480,600,08:00,10:00,688
2026-01-05,3,Fixed-All Over JH-4,Fixed,2000,1998,AM Getlatu RNC,560,09:20,480,600,08:00,10:00,1243
2026-01-05,3,Fixed-All Over JH-4,Fixed,2000,1998,AM Tatisilway Rd RNC,584,09:44,540,660,09:00,11:00,1684
2026-01-05,3,Fixed-All Over JH-4,Fixed,2000,1998,ASM Tupudana Chowk,694,11:34,720,840,12:00,14:00,1998
2026-01-05,4,Fixed-All Over JH-5,Fixed,2000,1993,AM Shiv Mandir Rd Parsudih JSR,414,06:54,420,540,07:00,09:00,481
2026-01-05,4,Fixed-All Over JH-5,Fixed,2000,1993,ASM Chhota Govindpur JD,438,07:18,540,660,09:00,11:00,998
2026-01-05,4,Fixed-All Over JH-5,Fixed,2000,1993,AM Manifit Rd Kalimali JSR,461,07:41,600,720,10:00,12:00,1262
2026-01-05,4,Fixed-All Over JH-5,Fixed,2000,1993,AM Rd Number 10 Adityapur 2 JSR,488,08:08,540,660,09:00,11:00,1993
2026-01-05,5,Fixed-All Over JH-6,Fixed,1800,1797,AM WC LALPUR RNC,420,07:00,420,540,07:00,09:00,979
2026-01-05,5,Fixed-All Over JH-6,Fixed,1800,1797,AM RIMS Jora Talab RNC,462,07:42,420,540,07:00,09:00,1330
2026-01-05,5,Fixed-All Over JH-6,Fixed,1800,1797,AM Bargain RNC,480,08:00,480,600,08:00,10:00,1797
2026-01-05,6,Fixed-All Over JH-7,Fixed,1800,1788,AM New Rd No 1 Sankosai JSR,438,07:18,480,600,08:00,10:00,300
2026-01-05,6,Fixed-All Over JH-7,Fixed,1800,1788,AM MANGO 15 JSR,457,07:37,480,600,08:00,10:00,635
2026-01-05,6,Fixed-All Over JH-7,Fixed,1800,1788,AM Chepapul JSR,473,07:53,480,600,08:00,10:00,947
2026-01-05,6,Fixed-All Over JH-7,Fixed,1800,1788,AM Khunti Road Tupudana Chowk RNC,694,11:34,720,840,12:00,14:00,1788
2026-01-05,7,Fixed-All Over JH-8,Fixed,1800,1786,ASM Adalhatu Morabadi,420,07:00,420,540,07:00,09:00,363
2026-01-05,7,Fixed-All Over JH-8,Fixed,1800,1786,ASM Aayodhya Puri RC,480,08:00,480,600,08:00,10:00,670
2026-01-05,7,Fixed-All Over JH-8,Fixed,1800,1786,AM Tatisilwai Chowk RNC,509,08:29,420,540,07:00,09:00,1786
2026-01-05,8,Fixed-All Over JH-9,Fixed,1800,1769,AM Kanke Block RNC,588,09:48,480,600,08:00,10:00,312
2026-01-05,8,Fixed-All Over JH-9,Fixed,1800,1769,AM Super Store Harmu RNC,678,11:18,660,780,11:00,13:00,1322
2026-01-05,8,Fixed-All Over JH-9,Fixed,1800,1769,ASM Imli Chowk Harmu,693,11:33,720,840,12:00,14:00,1769
2026-01-05,9,Fixed-All Over JH-10,Fixed,1800,1787,AM Markham HZB,480,08:00,480,600,08:00,10:00,419
2026-01-05,9,Fixed-All Over JH-10,Fixed,1800,1787,AM Julu Park HB,499,08:19,420,540,07:00,09:00,1144
2026-01-05,9,Fixed-All Over JH-10,Fixed,1800,1787,AM Kallu Chowk HZB,534,08:54,420,540,07:00,09:00,1355
2026-01-05,9,Fixed-All Over JH-10,Fixed,1800,1787,AM Sindoor HZB,556,09:16,540,660,09:00,11:00,1787
2026-01-05,10,Fixed-All Over JH-11,Fixed,1800,1622,AM TELCO NEW JSR,439,07:19,600,720,10:00,12:00,258
2026-01-05,10,Fixed-All Over JH-11,Fixed,1800,1622,AM Baradwari JSR,466,07:46,540,660,09:00,11:00,822
2026-01-05,10,Fixed-All Over JH-11,Fixed,1800,1622,AM Ghat Rd Kadma JSR,493,08:13,600,720,10:00,12:00,1622
2026-01-05,11,Fixed-All Over JH-12,Fixed,1800,1764,AM Pe Pee Compound RNC,495,08:15,420,540,07:00,09:00,536
2026-01-05,11,Fixed-All Over JH-12,Fixed,1800,1764,AM Upper Chutia RNC,573,09:33,480,600,08:00,10:00,964
2026-01-05,11,Fixed-All Over JH-12,Fixed,1800,1764,AM Sail City RNC,660,11:00,660,780,11:00,13:00,1252
2026-01-05,11,Fixed-All Over JH-12,Fixed,1800,1764,AM Upper Hatia Rd Hatia RNC,694,11:34,720,840,12:00,14:00,1764
2026-01-05,12,Fixed-All Over JH-13,Fixed,1800,1760,ASM AG Colony Kadru,392,06:32,360,480,06:00,08:00,529
2026-01-05,12,Fixed-All Over JH-13,Fixed,1800,1760,AM Kathal More RNC,420,07:00,420,540,07:00,09:00,1760
2026-01-05,13,Fixed-All Over JH-14,Fixed,1800,1769,AM Babugaoun Chowk New HZB,480,08:00,480,600,08:00,10:00,752
2026-01-05,13,Fixed-All Over JH-14,Fixed,1800,1769,ASM Sinchai Colony Chowk HB,498,08:18,480,600,08:00,10:00,1033
2026-01-05,13,Fixed-All Over JH-14,Fixed,1800,1769,AM Zakir Hussain Rd HZB,518,08:38,420,540,07:00,09:00,1369
2026-01-05,13,Fixed-All Over JH-14,Fixed,1800,1769,AM New Devi Mandap RNC,692,11:32,720,840,12:00,14:00,1769
2026-01-05,14,Fixed-All Over JH-15,Fixed,1800,1743,AM Ramnagar HZB,460,07:40,420,540,07:00,09:00,968
2026-01-05,14,Fixed-All Over JH-15,Fixed,1800,1743,AM Hurhuru Chowk HZB,540,09:00,540,660,09:00,11:00,1743
2026-01-05,15,Fixed-All Over JH-16,Fixed,1800,1740,AM Bariatu Housing RNC,360,06:00,360,480,06:00,08:00,1740
2026-01-05,16,Fixed-All Over JH-17,Fixed,1800,1702,AM Premnagar Rd No 3 Latma RNC,660,11:00,660,780,11:00,13:00,673
2026-01-05,16,Fixed-All Over JH-17,Fixed,1800,1702,AM Argora KM Road RNC,699,11:39,600,720,10:00,12:00,1702
2026-01-05,17,Fixed-All Over JH-18,Fixed,1800,1355,AM Dimna Paridih Rd Dimna JSR,432,07:12,420,540,07:00,09:00,233
2026-01-05,17,Fixed-All Over JH-18,Fixed,1800,1355,AM Zakirnagar New JSR,452,07:32,600,720,10:00,12:00,658
2026-01-05,17,Fixed-All Over JH-18,Fixed,1800,1355,AM Kendih Main Rd Kapali JSR,471,07:51,540,660,09:00,11:00,879
2026-01-05,17,Fixed-All Over JH-18,Fixed,1800,1355,AM E W Link A Rd Sonari JSR,492,08:12,600,720,10:00,12:00,1355
2026-01-05,18,Adhoc-Ranchi-1,Adhoc,1800,1472,AM New Itki Rd ITI Bus Stand RNC,657,10:57,660,780,11:00,13:00,471
2026-01-05,18,Adhoc-Ranchi-1,Adhoc,1800,1472,AM Ravi Steel RNC,676,11:16,660,780,11:00,13:00,1051
2026-01-05,18,Adhoc-Ranchi-1,Adhoc,1800,1472,AM Ratu Rd Kamre RNC,696,11:36,720,840,12:00,14:00,1472
2026-01-05,19,Adhoc-Ranchi-2,Adhoc,1800,1682,AM JP Market Dhurwa RNC,360,06:00,360,480,06:00,08:00,795
2026-01-05,19,Adhoc-Ranchi-2,Adhoc,1800,1682,AM Chutia Main Road RNC,392,06:32,360,480,06:00,08:00,1057
2026-01-05,19,Adhoc-Ranchi-2,Adhoc,1800,1682,AM Hindpiri RNC,411,06:51,360,480,06:00,08:00,1355
2026-01-05,19,Adhoc-Ranchi-2,Adhoc,1800,1682,AM New Chunabhatta RNC,429,07:09,360,480,06:00,08:00,1682
2026-01-05,20,Adhoc-Ranchi-3,Adhoc,1800,3052,AM Hinoo Chowk RNC,460,07:40,360,480,06:00,08:00,1130
2026-01-05,20,Adhoc-Ranchi-3,Adhoc,1800,3052,AM Panchmukhi Mandir Dhurwa RNC,539,08:59,420,540,07:00,09:00,1782
2026-01-05,20,Adhoc-Ranchi-3,Adhoc,1800,3052,AM Old Argora RNC,660,11:00,660,780,11:00,13:00,255
2026-01-05,20,Adhoc-Ranchi-3,Adhoc,1800,3052,AM Piskamore Ratu Rd RNC,693,11:33,720,840,12:00,14:00,1052
2026-01-05,21,Adhoc-Ranchi-4,Adhoc,1800,1664,AM Mahaveer Trade Center Gamharia JSR,410,06:50,420,540,07:00,09:00,244
2026-01-05,21,Adhoc-Ranchi-4,Adhoc,1800,1664,AM New Parsudih JSR,447,07:27,480,600,08:00,10:00,555
2026-01-05,21,Adhoc-Ranchi-4,Adhoc,1800,1664,AM Railway Colony JDR,473,07:53,540,660,09:00,11:00,1076
2026-01-05,21,Adhoc-Ranchi-4,Adhoc,1800,1664,AM Dindly Basti Rd Adityapur JSR,489,08:09,600,720,10:00,12:00,1664
2026-01-06,0,Fixed-All Over JH-1,Fixed,2000,1934,AM RIMS Jora Talab RNC,508,08:28,420,540,07:00,09:00,333
2026-01-06,0,Fixed-All Over JH-1,Fixed,2000,1934,AM Bargain RNC,586,09:46,480,600,08:00,10:00,1094
2026-01-06,0,Fixed-All Over JH-1,Fixed,2000,1934,AM Khunti Road Tupudana Chowk RNC,694,11:34,720,840,12:00,14:00,1934
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,ASM AG Colony Kadru,360,06:00,360,480,06:00,08:00,599
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,AM Pahari RNC,380,06:20,360,480,06:00,08:00,1906
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,AM Chutia Main Road RNC,458,07:38,360,480,06:00,08:00,147
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,ASM Lower Chutia,529,08:49,420,540,07:00,09:00,1882
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,AM Sail City RNC,660,11:00,660,780,11:00,13:00,539
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,AM Old Argora RNC,681,11:21,660,780,11:00,13:00,1389
2026-01-06,1,Fixed-All Over JH-2,Fixed,2000,5863,AM New Piper Toli RNC,698,11:38,720,840,12:00,14:00,1863
2026-01-06,2,Fixed-All Over JH-3,Fixed,2000,1970,AM Kanke Block RNC,480,08:00,480,600,08:00,10:00,475
2026-01-06,2,Fixed-All Over JH-3,Fixed,2000,1970,AM Getlatu RNC,509,08:29,480,600,08:00,10:00,1217
2026-01-06,2,Fixed-All Over JH-3,Fixed,2000,1970,AM Tatisilway Rd RNC,591,09:51,540,660,09:00,11:00,1730
2026-01-06,2,Fixed-All Over JH-3,Fixed,2000,1970,AM New Devi Mandap RNC,692,11:32,720,840,12:00,14:00,1970
2026-01-06,3,Fixed-All Over JH-4,Fixed,2000,1850,ASM Sinchai Colony Chowk HB,480,08:00,480,600,08:00,10:00,374
2026-01-06,3,Fixed-All Over JH-4,Fixed,2000,1850,AM Sindoor HZB,540,09:00,540,660,09:00,11:00,744
2026-01-06,3,Fixed-All Over JH-4,Fixed,2000,1850,AM Hurhuru Chowk HZB,565,09:25,540,660,09:00,11:00,1850
2026-01-06,4,Fixed-All Over JH-5,Fixed,2000,1801,AM PITAMBRAM PALACE RNC,598,09:58,480,600,08:00,10:00,1590
2026-01-06,4,Fixed-All Over JH-5,Fixed,2000,1801,AM TAGORE HILL RNC,683,11:23,720,840,12:00,14:00,1801
2026-01-06,5,Fixed-All Over JH-6,Fixed,1800,1737,AM Babugaoun Chowk New HZB,522,08:42,480,600,08:00,10:00,1326
2026-01-06,5,Fixed-All Over JH-6,Fixed,1800,1737,AM Upper Hatia Rd Hatia RNC,694,11:34,720,840,12:00,14:00,1737
2026-01-06,6,Fixed-All Over JH-7,Fixed,1800,1720,AM Ramnagar HZB,449,07:29,420,540,07:00,09:00,928
2026-01-06,6,Fixed-All Over JH-7,Fixed,1800,1720,AM Indrapuri Ratu Rd RNC,660,11:00,660,780,11:00,13:00,1351
2026-01-06,6,Fixed-All Over JH-7,Fixed,1800,1720,AM Ravi Steel RNC,695,11:35,660,780,11:00,13:00,1720
2026-01-06,7,Fixed-All Over JH-8,Fixed,1800,1660,AM Mahaveer Trade Center Gamharia JSR,403,06:43,420,540,07:00,09:00,242
